Date,Clicks,Impressions,CTR,Position
2026-06-14,0,154,0%,16.9
2026-06-15,0,304,0%,18.7
2026-06-16,1,139,0.72%,23.9
2026-06-17,0,117,0%,19.5
2026-06-18,0,125,0%,22.4
2026-06-19,1,90,1.11%,23.6
2026-06-20,0,131,0%,21.1
