Date,Clicks,Impressions,CTR,Position
2026-04-26,0,1486,0%,33.4
2026-04-27,1,3868,0.03%,39.5
2026-04-28,0,307,0%,15.8
2026-04-29,2,308,0.65%,17.2
2026-04-30,0,375,0%,12.2
2026-05-01,3,413,0.73%,8.2
2026-05-02,3,356,0.84%,17
