Date,Clicks,Impressions,CTR,Position
2026-06-28,2,745,0.27%,28.8
2026-06-29,2,938,0.21%,30.8
2026-06-30,0,277,0%,24.8
2026-07-01,0,186,0%,24.7
2026-07-02,0,308,0%,21.1
2026-07-03,0,168,0%,25.9
2026-07-04,0,241,0%,25
