Date,Clicks,Impressions,CTR,Position
2026-04-12,0,291,0%,14.2
2026-04-13,0,1269,0%,12.1
2026-04-14,1,270,0.37%,16.1
2026-04-15,0,315,0%,21.1
2026-04-16,1,277,0.36%,15.3
2026-04-17,3,306,0.98%,13.7
2026-04-18,4,399,1%,15.6
