Date,Clicks,Impressions,CTR,Position
2026-02-08,1,388,0.26%,14.1
2026-02-09,0,1300,0%,14.4
2026-02-10,1,469,0.21%,18.5
2026-02-11,1,404,0.25%,20.4
2026-02-12,4,465,0.86%,19.5
2026-02-13,0,304,0%,21.4
2026-02-14,0,361,0%,22.9
