Date,Clicks,Impressions,CTR,Position
2026-03-15,0,561,0%,14.3
2026-03-16,2,1158,0.17%,12.8
2026-03-17,0,302,0%,17
2026-03-18,2,241,0.83%,15.2
2026-03-19,1,1538,0.07%,14.2
2026-03-20,0,270,0%,11.8
2026-03-21,2,582,0.34%,10.5
