Date,Clicks,Impressions,CTR,Position
2026-04-05,0,503,0%,12.3
2026-04-06,2,1473,0.14%,12.2
2026-04-07,1,243,0.41%,15.1
2026-04-08,1,238,0.42%,15.4
2026-04-09,0,320,0%,18.9
2026-04-10,0,339,0%,10.7
2026-04-11,0,379,0%,13.7
