Country,Clicks,Impressions,CTR,Position
United States,0,959,0%,20.87
United Kingdom,0,2,0%,14.5
Italy,0,1,0%,8
France,0,1,0%,16
Poland,0,1,0%,39
Vietnam,0,1,0%,41
