Country,Clicks,Impressions,CTR,Position
Singapore,1,1,100%,1
United States,0,165,0%,30.02
United Kingdom,0,2,0%,16.5
Australia,0,1,0%,12
Brazil,0,1,0%,13
United Arab Emirates,0,1,0%,40
Mozambique,0,1,0%,44
South Korea,0,1,0%,68
South Africa,0,1,0%,74
