Country,Clicks,Impressions,CTR,Position
United States,6,2321,0.26%,38.02
Germany,0,7,0%,6.71
India,0,4,0%,116.5
Canada,0,3,0%,8.33
Brazil,0,3,0%,9.67
South Africa,0,3,0%,71
Philippines,0,2,0%,6.5
Australia,0,2,0%,62
Russia,0,1,0%,5
Austria,0,1,0%,6
United Kingdom,0,1,0%,78
